reply_text,reply_username,reply_date,language,tweet_id
Are you really happy?,@UshaDUTTA10,2025-05-15T15:49:33.000Z,en,-1493431455129040100
आज की सबसे बेस्ट तस्वीर।   बीच में देखिए। BSF जवान पूर्णम कुमार वापस भारत  आ गए। Bharat mata ki Jay,@Sudarshanshaw14,2025-05-14T08:11:03.000Z,hi,-1493431455129040100
The guardian of 10 crore population of Bengal Didi jindabad,@snmajumdar,2025-05-14T08:31:12.000Z,en,-1493431455129040100
We are so glad to heard this as he deserve so much respect from all the citizens.,@ERAM_SID,2025-05-14T11:35:27.000Z,en,-1493431455129040100
Really Madam you were scolding #BSF jawans and blaming them for restoring peace in Murshidabad and making sure nobmore #Hindus were massacred. Hope your revealing of the details of the Brave #BSFJawan is not a green signal for your jihadi brigade,@NitinWarikoo,2025-05-15T17:08:50.000Z,en,-1493431455129040100
@narendramodi  we all Indians are thankful for prompt Action...we are proud to have you as PRIME MINISTER,@KatuPanja24713,2025-05-14T13:54:01.000Z,en,-1493431455129040100
India wants Mamata Di WIM jalpaiguri,@JalpaiguriBanai,2025-05-15T03:45:49.000Z,tl,-1493431455129040100
অবশেষে ঘরে ফেরা!  দীর্ঘদিনের উদ্বেগ ও অনিশ্চয়তা কাটিয়ে দেশে ফিরলেন বিএসএফ জওয়ান পূর্ণম কুমার সাউ।  মাননীয়া মুখ্যমন্ত্রী মমতা বন্দ্যোপাধ্যায় স্বয়ং একাধিকবার তাঁর স্ত্রীর সঙ্গে যোগাযোগ করে আশ্বাস দিয়েছিলেন ও সহানুভূতি প্রকাশ করেছিলেন।,@RoyAitc,2025-05-14T07:55:24.000Z,bn,-1493431455129040100
"I am happy to receive the information that our Purnam Kumar Shaw, the BSF",@HasanMia145987,2025-05-14T08:00:41.000Z,en,-1493431455129040100
"good news, we are happy",@parthasvoice,2025-05-14T08:01:34.000Z,en,-1493431455129040100
"पाकिस्तान ने आखिरकार BSF जवान पूर्णम कुमार शॉ को लौटाया। याद रहे, 1971 जंग के 58 सैनिक अभी भी पाकिस्तानी जेलों में हैं, जिन्हें इंदिरा गांधी 93,000 पाकिस्तानी युद्धबंदियों के बदले वापस नहीं ला पाई थीं। #bsfjawan #BoycottTurkey",@_Abhhimanyu,2025-05-14T08:09:20.000Z,hi,-1493431455129040100
#IndiaWantsMamataDi  #Iwmdarjeelingplains,@PinkiAIT,2025-05-14T10:56:34.000Z,qme,-1493431455129040100
"""হয়তো তোমার পাব দেখা যেখানে ঐ নত আকাশ চুমছে বনের সবুজ রেখা।“ বিদ্রোহী কবির জন্মদিনে জানাই শ্রদ্ধাঞ্জলি",@jishubhai,2025-05-26T02:42:03.000Z,bn,-1595116097263840000
"মোরা এক বৃন্তে দুটি কুসুম হিন্দু-মুসলমান  This is the greatest lie ever told to Hindus. Hindus do idolatry, which is Shirk in Islam, the highest and only one sin unpardonable by Allah. So, logically, a Muslim is destined to hate Hindus. Whereas Hindus worship both sakar & nirakar",@Tathagata1290,2025-05-26T05:42:17.000Z,en,-1595116097263840000
दीदी जागते हीं अपनों का ख्याल रखना शुरू कर देती है.,@Observer4s,2025-05-26T01:03:20.000Z,hi,-1595116097263840000
"Respected CM madam, kindly do help me to recover my money from your TMC party members from katwa municipality and Dainhat municipality, I'm suffering since last five years along with my family, it's a matter of great sad and sorrow regret and shame, please try to understand madam",@PatwariPatwari2,2025-05-26T03:58:22.000Z,en,-1595116097263840000
Can you please publish the demography—wise tax collected by your government? If you can provide the proof then only say একই বৃন্তে দুটি কুসুম... Fact is the parasites are fed by colossal's resources while you are cutting its branches and leaves further to satisfy those unwanted.,@ProfKalia,2025-05-26T05:29:37.000Z,en,-1595116097263840000
তাই তৃণমূল সাংসদের স্বামী চান ভারত যেন পাক-অধিকৃত কাশ্মীর পাকিস্তানকে দিয়ে দেয়। আর এই তৃণমূল সাংসদ গত ৪ দিন ধরে কাশ্মীরে আছেন।  So Husband of TMC MP wants India to give PoK to Pakistan. And this TMC MP was in Kashmir for last 4 days.,@HindutvaRights,2025-05-26T05:55:05.000Z,und,-1595116097263840000
#ReleaseSharmistha,@AntiNehruGandhi,2025-05-31T10:23:22.000Z,qme,-1595116097263840000
বিনম্র শ্রদ্ধার্ঘ্য।,@AktarMallick17,2025-05-26T02:52:19.000Z,bn,-1595116097263840000
"#মোরা_এক_বৃন্তে_দুটি_কুসুম_হিন্দু_মুসলমান  """"গাহি সাম্যের গান-যেখানে আসিয়া এক হয়ে গেছে সব বাধা-ব্যবধান যেখানে মিশেছে হিন্দু-বৌদ্ধ মুসলিম- ক্রীশ্চান""..                বিদ্রোহী কবি কাজী নজরুল ইসলামের ১২৭ তম জন্মজয়ন্তীতে জানাই বিনম্র শ্রদ্ধাঞ্জলি ও সশ্রদ্ধ প্রণাম।",@Debasis12293345,2025-05-26T05:27:26.000Z,bn,-1595116097263840000
#ReleaseSharmistha,@AntiNehruGandhi,2025-05-31T10:23:22.000Z,qme,-1595116097263840000
বিনম্র শ্রদ্ধার্ঘ্য।,@AktarMallick17,2025-05-26T02:52:19.000Z,bn,-1595116097263840000
"#মোরা_এক_বৃন্তে_দুটি_কুসুম_হিন্দু_মুসলমান  """"গাহি সাম্যের গান-যেখানে আসিয়া এক হয়ে গেছে সব বাধা-ব্যবধান যেখানে মিশেছে হিন্দু-বৌদ্ধ মুসলিম- ক্রীশ্চান""..                বিদ্রোহী কবি কাজী নজরুল ইসলামের ১২৭ তম জন্মজয়ন্তীতে জানাই বিনম্র শ্রদ্ধাঞ্জলি ও সশ্রদ্ধ প্রণাম।",@Debasis12293345,2025-05-26T05:27:26.000Z,bn,-1595116097263840000
বিদ্রোহী কবি কাজী নজরুল ইসলামের জন্মদিবসে বিনম্র শ্রদ্ধাঞ্জলি এবং আমার সশ্রদ্ধ শতকোটি প্রণাম।  দিদিকে সশ্রদ্ধ আন্তরিক প্রণাম।,@akbaransar51802,2025-05-26T01:28:30.000Z,bn,-1595116097263840000
“মোরা এক বৃন্তে দুটি কুসুম হিন্দু-মুসলমান”  বিদ্রোহী কবি কাজী নজরুল ইসলামের জন্মবার্ষিকীতে জানাই আন্তরিক শ্রদ্ধার্ঘ্য।,@RAMNIWAS_AITC,2025-05-26T02:36:00.000Z,bn,-1595116097263840000
শ্রদ্ধা ও প্রণাম,@AitcDipayan2,2025-05-26T02:50:00.000Z,bn,-1595116097263840000
এই পোস্টটি আবাল মুসলমান সমাজের জন্য গুরুত্বপূর্ণ পোস্ট। বেগম মমতা ব্যানার্জি বাংলার গর্ব। মুসলিম সমাজের জন্য গুরুত্বপূর্ণ অহংকার করার মত মুসলমান নেতা ।,@Kund21885Kundu,2025-05-26T08:24:59.000Z,bn,-1595116097263840000
"মোরা এক বৃন্তে দুটি কুসুম হিন্দু মুসলমান এসব না করে এটা বলতে পারছেন না  একটাই ধর্ম সেটা হল মনুষ্যত্ব ধর্ম আর যারা এই বাংলাকে নিয়ে কিছু ভাবছে তাদের পাশে এসে দাঁড়াই কবে থেকে  আপনার সাথে যোগাযোগ করার চেষ্টা করছি আমি অপেক্ষায় রয়েছি, আপনার অপেক্ষায় মাননীয় মুখ্যমন্ত্রী.....",@arabind_m83644,2025-05-26T09:54:46.000Z,bn,-1595116097263840000
এই পোস্টটি আবাল মুসলমান সমাজের জন্য গুরুত্বপূর্ণ পোস্ট। বেগম মমতা ব্যানার্জি বাংলার গর্ব। মুসলিম সমাজের জন্য গুরুত্বপূর্ণ অহংকার করার মত মুসলমান নেতা ।,@Kund21885Kundu,2025-05-26T08:24:59.000Z,bn,-1595116097263840000
"মোরা এক বৃন্তে দুটি কুসুম হিন্দু মুসলমান এসব না করে এটা বলতে পারছেন না  একটাই ধর্ম সেটা হল মনুষ্যত্ব ধর্ম আর যারা এই বাংলাকে নিয়ে কিছু ভাবছে তাদের পাশে এসে দাঁড়াই কবে থেকে  আপনার সাথে যোগাযোগ করার চেষ্টা করছি আমি অপেক্ষায় রয়েছি, আপনার অপেক্ষায় মাননীয় মুখ্যমন্ত্রী.....",@arabind_m83644,2025-05-26T09:54:46.000Z,bn,-1595116097263840000
"দিদি আপনার কাছে অনুরোধ সরকারি বিদ্যালয়গুলো খোলার ব্যবস্থা করা হোক যতটা দ্রুত সম্ভব। প্রায় ১মাসের কাছাকাছি স্কুলগুলো বন্ধ আছে, যাঁরা টিউশন নেই না তাঁদের পড়াশোনা চালিয়ে যেতে বিরাট সমস্যা হচ্ছে। সরকারি শিক্ষকরা তাঁদের দায়িত্ব ঠিকভাবে পালন করছেন কি না,তার মনিটারিংও হোক।",@AviAITC,2025-05-27T09:00:03.000Z,bn,-1595116097263840000
@TweetHunterIO  Please Screenshot This Post,@sumanadsa227209,2025-05-26T04:41:23.000Z,en,-1595116097263840000
সশ্রদ্ধ প্রণাম জানাই,@JoyDuttaMajumd1,2025-05-26T01:02:56.000Z,bn,-1595116097263840000
কিন্তু সাহিত্য সম্রাট বঙ্কিমচন্দ্র ব্রাত্য কেন? হিন্দু বাঙালি বলে?দয়াকরে জানান।,@SarojKu98755560,2025-05-26T01:34:52.000Z,bn,-1595116097263840000
सुबह उठने के पहले ही दीदी अपना मक़सद पूरा करने में लग जाती है,@Oass45087773,2025-05-26T01:54:33.000Z,hi,-1595116097263840000
OBC case ta mitan,@SkbulbulI,2025-05-26T02:46:09.000Z,ht,-1595116097263840000
দিদি আপনি ঠিক বলেছেন জয় বাংলা,@khokon1965,2025-05-26T03:20:11.000Z,bn,-1595116097263840000
#MamataBanerjee,@SabirAhmmedAITC,2025-05-26T03:43:32.000Z,qme,-1595116097263840000
Great Madam,@Insight5555,2025-05-26T03:47:28.000Z,en,-1595116097263840000
আবার কুসুম? এটা শুনলে তো ওই ময়ুখ বাবু এমাথা ওমাথা নেচে বেড়াবেন।,@Avishek12061987,2025-05-26T04:05:51.000Z,bn,-1595116097263840000
বিদ্রোহী কবি কাজী নজরুল ইসলামের জন্মদিবসে শ্রদ্ধাঞ্জলি,@SudhaDabFulAITC,2025-05-26T04:13:25.000Z,bn,-1595116097263840000
Didi nijer lekha akta kobita plz,@bhombol_da29568,2025-05-26T04:14:53.000Z,ht,-1595116097263840000
বিদ্রোহী কবি কাজী নজরুল ইসলামের জন্মবার্ষিকীতে জানাই আন্তরিক শ্রদ্ধার্ঘ্য।,@SujitSe98018197,2025-05-26T04:16:29.000Z,bn,-1595116097263840000
কিন্তু সাহিত্য সম্রাট বঙ্কিমচন্দ্র ব্রাত্য কেন? হিন্দু বাঙালি বলে?দয়াকরে জানান।,@SarojKu98755560,2025-05-26T01:34:52.000Z,bn,-1595116097263840000
सुबह उठने के पहले ही दीदी अपना मक़सद पूरा करने में लग जाती है,@Oass45087773,2025-05-26T01:54:33.000Z,hi,-1595116097263840000
OBC case ta mitan,@SkbulbulI,2025-05-26T02:46:09.000Z,ht,-1595116097263840000
দিদি আপনি ঠিক বলেছেন জয় বাংলা,@khokon1965,2025-05-26T03:20:11.000Z,bn,-1595116097263840000
#MamataBanerjee,@SabirAhmmedAITC,2025-05-26T03:43:32.000Z,qme,-1595116097263840000
Great Madam,@Insight5555,2025-05-26T03:47:28.000Z,en,-1595116097263840000
আবার কুসুম? এটা শুনলে তো ওই ময়ুখ বাবু এমাথা ওমাথা নেচে বেড়াবেন।,@Avishek12061987,2025-05-26T04:05:51.000Z,bn,-1595116097263840000
বিদ্রোহী কবি কাজী নজরুল ইসলামের জন্মদিবসে শ্রদ্ধাঞ্জলি,@SudhaDabFulAITC,2025-05-26T04:13:25.000Z,bn,-1595116097263840000
Didi nijer lekha akta kobita plz,@bhombol_da29568,2025-05-26T04:14:53.000Z,ht,-1595116097263840000
বিদ্রোহী কবি কাজী নজরুল ইসলামের জন্মবার্ষিকীতে জানাই আন্তরিক শ্রদ্ধার্ঘ্য।,@SujitSe98018197,2025-05-26T04:16:29.000Z,bn,-1595116097263840000
